cell_type,gene_id,gene_name,gene_biotype,FC,FDR
OPC,ENSG00000196277,GRM7,protein_coding,1.77619852479538,2.15017239052204E-216
OPC,ENSG00000185942,NKAIN3,protein_coding,1.77454970072202,7.43369347762413E-214
OPC,ENSG00000182667,NTM,protein_coding,1.5126380483735,1.58090901770773E-210
OPC,ENSG00000169302,STK32A,protein_coding,1.19743719190992,1.23073429491096E-209
OPC,ENSG00000148219,ASTN2,protein_coding,1.83553978315208,2.38652990497362E-207
OPC,ENSG00000237978,KCNMB2-AS1,antisense,1.74261922308013,4.72965647088287E-207
OPC,ENSG00000175928,LRRN1,protein_coding,1.49632098814031,8.56749776037984E-199
OPC,ENSG00000133401,PDZD2,protein_coding,1.8260571391015,1.33864799900681E-198
OPC,ENSG00000144278,GALNT13,protein_coding,1.8055562673736,2.50788636236009E-197
OPC,ENSG00000257842,NOVA1-AS1,antisense,1.23913714529491,4.14874753562385E-196
OPC,ENSG00000114166,KAT2B,protein_coding,1.50021116044837,3.24839785410726E-194
OPC,ENSG00000144285,SCN1A,protein_coding,1.7341202229899,1.98873959837201E-188
OPC,ENSG00000140526,ABHD2,protein_coding,1.55929777673586,1.93959346830489E-186
OPC,ENSG00000185565,LSAMP,protein_coding,1.00194137485556,2.9769764715713E-185
OPC,ENSG00000155052,CNTNAP5,protein_coding,1.74927173123659,2.96496008355592E-183
OPC,ENSG00000183098,GPC6,protein_coding,1.82524131828313,3.14259179995179E-180
OPC,ENSG00000148143,ZNF462,protein_coding,1.4413121574836,4.32376689234765E-179
OPC,ENSG00000196090,PTPRT,protein_coding,1.74133898449947,4.72996452233124E-178
OPC,ENSG00000166833,NAV2,protein_coding,1.57290792144398,6.1281296839344E-177
OPC,ENSG00000184221,OLIG1,protein_coding,1.24992025520078,8.50205418499787E-174
OPC,ENSG00000162402,USP24,protein_coding,1.48990451809924,3.1255368297561E-172
OPC,ENSG00000196562,SULF2,protein_coding,1.19272397057096,6.52544671850354E-172
OPC,ENSG00000162946,DISC1,protein_coding,1.23791352079731,1.07972289274325E-171
OPC,ENSG00000069667,RORA,protein_coding,1.29373938914172,1.23451288445072E-170
OPC,ENSG00000132122,SPATA6,protein_coding,1.45256661788624,1.25617862917699E-165
OPC,ENSG00000164418,GRIK2,protein_coding,1.11443692381435,7.58592428529174E-165
OPC,ENSG00000118922,KLF12,protein_coding,1.5592342584424,1.04119592763157E-163
OPC,ENSG00000185352,HS6ST3,protein_coding,1.50468706808783,3.21145099761139E-163
OPC,ENSG00000148655,C10orf11,protein_coding,1.2353329649416,1.37403449512698E-161
OPC,ENSG00000144724,PTPRG,protein_coding,1.41454770924111,1.65090384343048E-160
OPC,ENSG00000156395,SORCS3,protein_coding,1.50024119176776,2.57331111155278E-157
OPC,ENSG00000173406,DAB1,protein_coding,1.43656124239237,3.20052293140758E-157
OPC,ENSG00000224184,MIR3681HG,lincRNA,1.20556404273343,1.71973640479728E-152
OPC,ENSG00000146938,NLGN4X,protein_coding,1.48637675043911,1.84544854649837E-152
OPC,ENSG00000189058,APOD,protein_coding,1.4107432468164,6.57324340051159E-151
OPC,ENSG00000181722,ZBTB20,protein_coding,1.58034655082089,7.95109482574496E-150
OPC,ENSG00000152527,PLEKHH2,protein_coding,1.01198381192361,8.29952818768257E-149
OPC,ENSG00000065320,NTN1,protein_coding,1.03492781510401,6.22583254133829E-145
OPC,ENSG00000109686,SH3D19,protein_coding,1.40579970055603,2.1937659639465E-143
OPC,ENSG00000152492,CCDC50,protein_coding,1.09845148439938,6.80505964573504E-142
OPC,ENSG00000165966,PDZRN4,protein_coding,1.44945240093868,1.72865627879585E-141
OPC,ENSG00000244128,LINC01322,lincRNA,1.46525877283349,1.78283117605553E-140
OPC,ENSG00000178568,ERBB4,protein_coding,1.32877108595518,5.15778497067483E-139
OPC,ENSG00000111962,UST,protein_coding,1.25436100643614,6.31648168993166E-139
OPC,ENSG00000064787,BCAS1,protein_coding,1.28046317600993,9.72479668138694E-139
OPC,ENSG00000173517,PEAK1,protein_coding,1.3862892995637,5.23869380688543E-138
OPC,ENSG00000135090,TAOK3,protein_coding,1.34101638657667,3.38487714922012E-135
OPC,ENSG00000132669,RIN2,protein_coding,1.13952626396013,7.16568838198579E-135
OPC,ENSG00000170624,SGCD,protein_coding,1.47839222121732,7.37199279895322E-135
OPC,ENSG00000058866,DGKG,protein_coding,1.35171830946134,2.42704344140598E-134
OPC,ENSG00000165246,NLGN4Y,protein_coding,1.45958491148218,2.86269663871048E-133
OPC,ENSG00000168959,GRM5,protein_coding,1.35809943536286,5.86014870265288E-131
OPC,ENSG00000151322,NPAS3,protein_coding,1.18501447827976,6.43091718562832E-131
OPC,ENSG00000184588,PDE4B,protein_coding,1.32419419062676,6.61820709227235E-131
OPC,ENSG00000196083,IL1RAP,protein_coding,1.12987435251029,4.36332367355932E-130
OPC,ENSG00000162849,KIF26B,protein_coding,1.30222075263805,7.93174020399489E-130
OPC,ENSG00000061938,TNK2,protein_coding,1.20992138591918,1.28042202606439E-128
OPC,ENSG00000181234,TMEM132C,protein_coding,1.20036643297874,3.4445931468837E-127
OPC,ENSG00000189283,FHIT,protein_coding,1.36657183597533,1.13519960135981E-124
OPC,ENSG00000152128,TMEM163,protein_coding,1.10894270214873,1.88015626739212E-124
OPC,ENSG00000108018,SORCS1,protein_coding,1.41502902126832,3.90639959421197E-124
OPC,ENSG00000198846,TOX,protein_coding,1.24895240990716,6.30833885219928E-124
OPC,ENSG00000148082,SHC3,protein_coding,1.25686597675657,8.70787786014837E-124
OPC,ENSG00000237515,SHISA9,protein_coding,1.48320169444973,5.32365197580109E-123
OPC,ENSG00000107518,ATRNL1,protein_coding,1.10450790227409,2.63247115008449E-122
OPC,ENSG00000163697,APBB2,protein_coding,1.29593037346428,4.2253350254924E-121
OPC,ENSG00000134121,CHL1,protein_coding,1.34740552378455,7.76834704815185E-121
OPC,ENSG00000176771,NCKAP5,protein_coding,1.29197703972135,1.14452509113401E-120
OPC,ENSG00000169851,PCDH7,protein_coding,1.25301275014975,5.92593227591909E-120
OPC,ENSG00000179241,LDLRAD3,protein_coding,1.0783097240858,2.51481785128332E-119
OPC,ENSG00000151952,TMEM132D,protein_coding,1.43422481851328,9.40856458301071E-119
OPC,ENSG00000066382,MPPED2,protein_coding,1.19029865352335,2.0165324321332E-118
OPC,ENSG00000131773,KHDRBS3,protein_coding,1.42736209326464,1.22438882429945E-117
OPC,ENSG00000105894,PTN,protein_coding,1.13988177592334,7.7245696103441E-116
OPC,ENSG00000206120,EGFEM1P,unitary_pseudogene,1.12747900478998,2.45646282771165E-115
OPC,ENSG00000134532,SOX5,protein_coding,1.30498790675261,2.75094963166637E-115
OPC,ENSG00000091129,NRCAM,protein_coding,1.13702045451435,3.05041781436993E-114
OPC,ENSG00000116667,C1orf21,protein_coding,1.24410805680381,4.34894035065279E-114
OPC,ENSG00000231871,IPO9-AS1,antisense,1.07420746749478,4.86548315130559E-114
OPC,ENSG00000140470,ADAMTS17,protein_coding,1.03314511213729,1.20351846447029E-113
OPC,ENSG00000259048,CTD-2058B24.2,antisense,1.03512061028743,4.09094969416132E-112
OPC,ENSG00000123384,LRP1,protein_coding,1.11624450126624,5.93413041723664E-112
OPC,ENSG00000121904,CSMD2,protein_coding,1.28975606812988,3.228335791491E-110
OPC,ENSG00000206579,XKR4,protein_coding,1.34485676011282,3.33597961554789E-109
OPC,ENSG00000239268,RP11-384F7.2,lincRNA,1.14860870481671,1.02574257816271E-106
OPC,ENSG00000164300,SERINC5,protein_coding,1.12915172332749,2.001307719112E-105
OPC,ENSG00000169122,FAM110B,protein_coding,1.06294489598375,1.87645784849973E-103
OPC,ENSG00000185052,SLC24A3,protein_coding,1.06416170806693,1.16375166910603E-102
OPC,ENSG00000172995,ARPP21,protein_coding,1.13562157651256,2.27563725005775E-102
OPC,ENSG00000154654,NCAM2,protein_coding,1.04355613904613,1.84850012475456E-101
OPC,ENSG00000077063,CTTNBP2,protein_coding,1.163139078977,5.40605702608173E-101
OPC,ENSG00000145416,MARCH1,protein_coding,1.14618804437893,2.04503092503191E-100
OPC,ENSG00000170873,MTSS1,protein_coding,1.07192221691667,1.77731507461277E-98
OPC,ENSG00000151025,GPR158,protein_coding,1.28266075139781,1.87524218784562E-96
OPC,ENSG00000153317,ASAP1,protein_coding,1.16257188868915,5.06236459034775E-93
OPC,ENSG00000170921,TANC2,protein_coding,1.08644793068533,6.3750281960964E-90
OPC,ENSG00000137478,FCHSD2,protein_coding,1.09570967785739,8.40127615244896E-89
OPC,ENSG00000101542,CDH20,protein_coding,1.04737824221796,1.10301705499446E-85
OPC,ENSG00000162599,NFIA,protein_coding,1.10040657403088,1.43122221692325E-85
OPC,ENSG00000198739,LRRTM3,protein_coding,1.14049063766478,1.35151353377225E-84
OPC,ENSG00000020577,SAMD4A,protein_coding,1.04130339713495,8.5500944765838E-84
OPC,ENSG00000198673,FAM19A2,protein_coding,1.02038134013324,1.3157208230123E-83
OPC,ENSG00000162687,KCNT2,protein_coding,1.08719258382618,5.96231846618175E-81
OPC,ENSG00000206560,ANKRD28,protein_coding,1.06104556883459,8.84590022921527E-81
OPC,ENSG00000147862,NFIB,protein_coding,1.08393837836783,6.99480040603132E-80
OPC,ENSG00000038382,TRIO,protein_coding,1.00322912669603,6.1549042423512E-79
OPC,ENSG00000040731,CDH10,protein_coding,1.12210007458304,2.48011492841575E-78
OPC,ENSG00000177103,DSCAML1,protein_coding,1.02089142944411,3.40699323358361E-74
OPC,ENSG00000130449,ZSWIM6,protein_coding,1.02458801964945,3.51192131703431E-74
Endothelial,ENSG00000027075,PRKCH,protein_coding,2.10244272996224,0
Endothelial,ENSG00000054654,SYNE2,protein_coding,1.84073624677808,0
Endothelial,ENSG00000078596,ITM2A,protein_coding,2.02139659684711,0
Endothelial,ENSG00000082438,COBLL1,protein_coding,3.13862651180169,0
Endothelial,ENSG00000085276,MECOM,protein_coding,2.61771335031768,0
Endothelial,ENSG00000085563,ABCB1,protein_coding,3.29363968285163,0
Endothelial,ENSG00000102755,FLT1,protein_coding,3.50642827328004,0
Endothelial,ENSG00000103257,SLC7A5,protein_coding,2.18001304047399,0
Endothelial,ENSG00000115414,FN1,protein_coding,2.02155432538278,0
Endothelial,ENSG00000116016,EPAS1,protein_coding,3.14367089478663,0
Endothelial,ENSG00000118777,ABCG2,protein_coding,2.10174924649041,0
Endothelial,ENSG00000123243,ITIH5,protein_coding,2.09693320412557,0
Endothelial,ENSG00000125772,GPCPD1,protein_coding,2.49806700567605,0
Endothelial,ENSG00000125968,ID1,protein_coding,1.83779065192558,0
Endothelial,ENSG00000128567,PODXL,protein_coding,1.81301814017308,0
Endothelial,ENSG00000137962,ARHGAP29,protein_coding,2.31291581204854,0
Endothelial,ENSG00000138795,LEF1,protein_coding,2.16849976648818,0
Endothelial,ENSG00000142089,IFITM3,protein_coding,1.8575944877178,0
Endothelial,ENSG00000143248,RGS5,protein_coding,2.43535837159145,0
Endothelial,ENSG00000144642,RBMS3,protein_coding,2.76251321776546,0
Endothelial,ENSG00000144724,PTPRG,protein_coding,2.23235655813838,0
Endothelial,ENSG00000152818,UTRN,protein_coding,2.62688881847705,0
Endothelial,ENSG00000163453,IGFBP7,protein_coding,2.53060417033743,0
Endothelial,ENSG00000164330,EBF1,protein_coding,3.21273299659107,0
Endothelial,ENSG00000164741,DLC1,protein_coding,2.57170003122417,0
Endothelial,ENSG00000165949,IFI27,protein_coding,2.34810664218719,0
Endothelial,ENSG00000166710,B2M,protein_coding,3.08641034643202,0
Endothelial,ENSG00000175899,A2M,protein_coding,2.30720585713167,0
Endothelial,ENSG00000184113,CLDN5,protein_coding,3.16264658096599,0
Endothelial,ENSG00000204592,HLA-E,protein_coding,2.02495980674688,0
Endothelial,ENSG00000206190,ATP10A,protein_coding,2.96143598590617,0
Endothelial,ENSG00000213949,ITGA1,protein_coding,1.70270334134597,0
Endothelial,ENSG00000117868,ESYT2,protein_coding,2.34750509259618,0
Endothelial,ENSG00000245532,NEAT1,lincRNA,2.55618918496455,0
Endothelial,ENSG00000069122,ADGRF5,protein_coding,1.83350721737064,0
Endothelial,ENSG00000183722,LHFP,protein_coding,2.27742578011122,0
Endothelial,ENSG00000128849,CGNL1,protein_coding,1.75309424725323,0
Endothelial,ENSG00000185633,NDUFA4L2,protein_coding,1.44423268994449,0
Endothelial,ENSG00000187720,THSD4,protein_coding,1.95797035997184,2.53836610691924E-302
Endothelial,ENSG00000172270,BSG,protein_coding,2.25374829048006,2.85918501937064E-301
Endothelial,ENSG00000148488,ST8SIA6,protein_coding,1.59697742693834,4.8772536064768E-301
Endothelial,ENSG00000106991,ENG,protein_coding,1.6090767419274,1.04932891184734E-300
Endothelial,ENSG00000151702,FLI1,protein_coding,1.77176164289228,2.49003296226964E-296
Endothelial,ENSG00000117318,ID3,protein_coding,1.44375250745252,8.77946910086641E-294
Endothelial,ENSG00000162618,ADGRL4,protein_coding,1.35037894143265,4.19057288504378E-293
Endothelial,ENSG00000017483,SLC38A5,protein_coding,1.29853312747961,8.56661934915884E-290
Endothelial,ENSG00000110799,VWF,protein_coding,1.68564245354825,4.91972284682865E-289
Endothelial,ENSG00000117394,SLC2A1,protein_coding,1.49949137614157,9.27783251962946E-288
Endothelial,ENSG00000139514,SLC7A1,protein_coding,1.83723948484685,2.46343929832381E-286
Endothelial,ENSG00000204525,HLA-C,protein_coding,1.68923963191841,1.61113986902395E-284
Endothelial,ENSG00000243620,RP11-649A16.1,antisense,1.6306864576068,6.12772245940382E-284
Endothelial,ENSG00000180229,HERC2P3,transcribed_unprocessed_pseudogene,2.15383043416883,2.89404990929762E-279
Endothelial,ENSG00000026025,VIM,protein_coding,1.38117192055652,2.0728811035877E-278
Endothelial,ENSG00000074181,NOTCH3,protein_coding,1.46900896130423,8.95316526457632E-272
Endothelial,ENSG00000164035,EMCN,protein_coding,1.40943303812171,1.48410211078577E-270
Endothelial,ENSG00000127920,GNG11,protein_coding,1.22416958573575,6.30511743253809E-270
Endothelial,ENSG00000122786,CALD1,protein_coding,1.96052384059746,3.89855155404861E-268
Endothelial,ENSG00000132530,XAF1,protein_coding,1.33383398567602,9.4668797182589E-268
Endothelial,ENSG00000157110,RBPMS,protein_coding,1.51260735530654,1.14324179723713E-264
Endothelial,ENSG00000157554,ERG,protein_coding,1.52864922657444,1.6140343675596E-263
Endothelial,ENSG00000164181,ELOVL7,protein_coding,1.78054836897653,3.11591513989509E-263
Endothelial,ENSG00000196569,LAMA2,protein_coding,2.19786862224177,4.77469594799081E-263
Endothelial,ENSG00000127329,PTPRB,protein_coding,1.88176566364218,6.48270306937254E-262
Endothelial,ENSG00000134954,ETS1,protein_coding,1.49350800985034,4.58016750939237E-259
Endothelial,ENSG00000158270,COLEC12,protein_coding,1.6717603819027,4.78478608111398E-255
Endothelial,ENSG00000047617,ANO2,protein_coding,1.41892798623151,6.10160274831126E-251
Endothelial,ENSG00000168389,MFSD2A,protein_coding,1.30285484787001,8.5531782797247E-248
Endothelial,ENSG00000163513,TGFBR2,protein_coding,1.35461750230442,2.22653332297555E-244
Endothelial,ENSG00000206503,HLA-A,protein_coding,1.54900775894775,2.24212763793397E-238
Endothelial,ENSG00000091409,ITGA6,protein_coding,1.44268752051325,5.79460345801855E-238
Endothelial,ENSG00000125148,MT2A,protein_coding,1.92142827582416,1.63688687296032E-237
Endothelial,ENSG00000148175,STOM,protein_coding,1.23617860544809,3.2756518649092E-236
Endothelial,ENSG00000173706,HEG1,protein_coding,1.3537216414323,5.38312885749171E-236
Endothelial,ENSG00000276644,DACH1,protein_coding,1.70933310955691,2.77087108535815E-232
Endothelial,ENSG00000130303,BST2,protein_coding,1.06374815628851,1.17339102372892E-231
Endothelial,ENSG00000131097,HIGD1B,protein_coding,1.12935050418836,6.82324356242317E-225
Endothelial,ENSG00000113140,SPARC,protein_coding,1.44771560948872,9.70859122578692E-224
Endothelial,ENSG00000137831,UACA,protein_coding,1.26802981877119,1.70195698266316E-222
Endothelial,ENSG00000147526,TACC1,protein_coding,1.7919165346369,2.34533795991613E-222
Endothelial,ENSG00000249797,CTD-3179P9.1,lincRNA,1.2102306209762,1.23005086032243E-221
Endothelial,ENSG00000111181,SLC6A12,protein_coding,1.05986450503915,4.31344389444387E-221
Endothelial,ENSG00000110841,PPFIBP1,protein_coding,1.82923459041053,5.83704491670373E-221
Endothelial,ENSG00000136111,TBC1D4,protein_coding,1.60918990624413,1.40603457718979E-219
Endothelial,ENSG00000011465,DCN,protein_coding,1.2065693038792,5.93812694343749E-219
Endothelial,ENSG00000196950,SLC39A10,protein_coding,1.94575229595915,1.11936989996412E-217
Endothelial,ENSG00000113721,PDGFRB,protein_coding,1.29374085031983,1.09086145381331E-216
Endothelial,ENSG00000122862,SRGN,protein_coding,1.1142539592558,1.19609156349319E-214
Endothelial,ENSG00000151491,EPS8,protein_coding,1.63527742215915,6.3847382572085E-213
Endothelial,ENSG00000172889,EGFL7,protein_coding,1.46989359489277,2.24660293895681E-211
Endothelial,ENSG00000018408,WWTR1,protein_coding,1.49973387593678,1.07659421714318E-210
Endothelial,ENSG00000018625,ATP1A2,protein_coding,1.86552123840226,5.204300642792E-210
Endothelial,ENSG00000184005,ST6GALNAC3,protein_coding,1.92342783768392,8.19414746888681E-210
Endothelial,ENSG00000148671,ADIRF,protein_coding,1.15227974082405,9.641617135288E-208
Endothelial,ENSG00000079308,TNS1,protein_coding,1.14834254353578,1.97037627530974E-201
Endothelial,ENSG00000120129,DUSP1,protein_coding,1.43665261374538,1.81215378207964E-199
Endothelial,ENSG00000115306,SPTBN1,protein_coding,1.56140961463179,8.32599281770252E-199
Endothelial,ENSG00000101333,PLCB4,protein_coding,1.59117580092483,4.36730671840213E-198
Endothelial,ENSG00000167693,NXN,protein_coding,1.50539679602862,3.41258730774659E-196
Endothelial,ENSG00000182492,BGN,protein_coding,1.01312931049652,3.19288710872777E-193
Endothelial,ENSG00000137393,RNF144B,protein_coding,1.0924523930288,1.59945953026182E-189
Endothelial,ENSG00000114861,FOXP1,protein_coding,1.6754387528783,1.16069547470201E-188
Endothelial,ENSG00000112769,LAMA4,protein_coding,1.25355771609509,1.16251202983693E-188
Endothelial,ENSG00000106211,HSPB1,protein_coding,1.52885409968865,1.15212704000371E-185
Endothelial,ENSG00000261371,PECAM1,protein_coding,1.06896496952617,3.38745161792696E-185
Endothelial,ENSG00000227097,RPS28P7,processed_pseudogene,1.47846446817089,7.06969387621318E-185
Endothelial,ENSG00000169507,SLC38A11,protein_coding,1.20286427096439,1.09745788722058E-182
Endothelial,ENSG00000137491,SLCO2B1,protein_coding,1.18348672028348,4.34183849206371E-181
Endothelial,ENSG00000084453,SLCO1A2,protein_coding,1.43358276293182,6.9522451459917E-181
Endothelial,ENSG00000128641,MYO1B,protein_coding,1.2861214644857,3.70200813033629E-180
Endothelial,ENSG00000173482,PTPRM,protein_coding,1.69132426723144,5.45982103295935E-180
Endothelial,ENSG00000148516,ZEB1,protein_coding,1.665376972037,2.65375340919356E-178
Endothelial,ENSG00000140443,IGF1R,protein_coding,1.61152073087174,1.20404418477105E-175
Endothelial,ENSG00000276550,HERC2P2,transcribed_unprocessed_pseudogene,1.34427706862196,1.78745332247458E-173
Endothelial,ENSG00000206149,HERC2P9,transcribed_unprocessed_pseudogene,1.25122281638994,1.73447873307355E-172
Endothelial,ENSG00000157557,ETS2,protein_coding,1.30666872317776,2.72525954378634E-172
Endothelial,ENSG00000169504,CLIC4,protein_coding,1.23211219157307,6.59564684562347E-171
Endothelial,ENSG00000034510,TMSB10,protein_coding,1.66048766506102,4.43508433456828E-166
Endothelial,ENSG00000135048,TMEM2,protein_coding,1.22250316182626,5.68396273192531E-162
Endothelial,ENSG00000215030,RPL13P12,processed_pseudogene,1.36192577348839,4.75586313633302E-161
Endothelial,ENSG00000241684,ADAMTS9-AS2,antisense,1.42368791063695,1.16044095571594E-160
Endothelial,ENSG00000165757,KIAA1462,protein_coding,1.19255388415659,3.55635397807453E-160
Endothelial,ENSG00000105835,NAMPT,protein_coding,1.20909213482282,2.77375387111506E-157
Endothelial,ENSG00000152558,TMEM123,protein_coding,1.0467433453495,1.05542881765953E-156
Endothelial,ENSG00000197321,SVIL,protein_coding,1.17076701174808,4.0485478621071E-156
Endothelial,ENSG00000178878,APOLD1,protein_coding,1.06090743990849,5.08702018463545E-156
Endothelial,ENSG00000130402,ACTN4,protein_coding,1.32929311921753,7.7546673240184E-155
Endothelial,ENSG00000120278,PLEKHG1,protein_coding,1.29750524467149,3.20350606446662E-153
Endothelial,ENSG00000150938,CRIM1,protein_coding,1.43584521325851,7.57595738247472E-153
Endothelial,ENSG00000150093,ITGB1,protein_coding,1.11121906235421,5.3858037332469E-152
Endothelial,ENSG00000247809,NR2F2-AS1,antisense,1.1343979758572,4.24176565549944E-151
